Wavelength	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
nm	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.	arb. u.
Wavelength	5 K	20 K	35 K	50 K	65 K	80 K	95 K	110 K	125 K	140 K	155 K	170 K	185 K	200 K	215 K	230 K	245 K	260 K	275 K	290 K
617	420354.844	770054.688	1713761.63	2323850	2225681.5	1352116.88	510643.719	209441.484	106292.023	67659.3047	46384.9219	28472.9238	17694.8711	10162.8584	6875.13574	4229.49121	3294.80273	2139.43921	1363.3363	1196.75537
618	411628.625	753270.563	1680601.38	2281653.5	2246647.5	1367933.38	519063.656	209013.766	108563.656	69124.9297	45834.6328	28201.6563	17016.8613	10631.0645	6805.78418	4316.93896	2900.24829	2050.78979	1396.74646	1131.84131
619	404672.688	754093.063	1696853.88	2257651.25	2216842.25	1347213	512948.594	205550.438	107495.32	68832.7734	46447.2148	29278.0195	17576.7637	10590.6709	6250.13672	4305.4292	3018.76343	2161.37402	1295.79248	1257.37854
620	406197	744661.938	1690218.63	2284413.5	2202839	1341018.13	507062.438	210339.063	109862.82	67735.3984	46085.0547	30205.9551	18032.25	11097.6826	7191.2373	4392.46826	3293.61621	2185.71704	1585.05469	1138.76123
621	395540.25	735313.5	1668290.88	2244018.5	2227617.25	1362115.75	515421.125	208739.625	109117.359	71082.6719	47427.7188	28746.498	17677.6914	10914.6514	6707.70605	4216.51611	2941.44019	2165.95508	1507.05957	1148.0459
622	388437.063	742318.625	1671407.75	2231030.25	2190042.25	1338973.25	513290.375	207163.75	110740.75	69407.3281	48158.6719	31153.8965	18518.3457	10528.165	6458.36621	4311.04541	3032.61353	2448.56836	1524.51904	999.290771
623	388614.406	727200.25	1661279	2256446.5	2163925	1327280.13	505351.281	211215.938	109953.766	71652.5391	48609.5664	30431.5977	18207.541	10973.3389	7235.06689	4770.771	3114.82324	2214.45728	1686.78687	1173.97412
624	377785.688	717294.313	1637617.13	2205750	2181974.5	1335126.63	512359.25	211563.813	112367.773	73671.0938	48860.0547	30665.8516	18820.9707	11082.082	6317.19287	4595.53271	3106.89355	2093.46094	1418.02893	1231.57813
625	373189.25	720283.438	1625949.25	2172218.25	2159419.75	1321270.63	508190.438	207673.063	112831.227	73952.2813	49834.7891	30237.4258	18704.9727	11172.7705	6694.80615	4448.17822	3039.57446	2072.80591	1397.51172	1167.23523
626	373691.563	710746.25	1627330.63	2198272.25	2118043.5	1306152.25	504601.75	208027.016	111696.18	73656.4141	50063.4922	31974.5371	19352.4043	11352.7295	7287.14404	4752.85303	3035.10376	2206.05933	1691.0957	1018.81726
627	366915.625	699000.75	1603265.75	2170850.75	2148743.25	1321676.88	511725.719	209028.156	114471.227	75285.0313	49877.6406	31627.7207	19408.5957	11362.8262	7227.73438	4609.90674	3267.44971	2369.11719	1596.41931	1040.01477
628	361484.75	699051.125	1599813	2145938	2125554.75	1304227.25	506196.688	206779.531	115365.508	75820.8516	51939.0938	32237.0234	19141.0566	11259.9824	7212.83691	4493.16602	3515.61279	2159.4707	1450.75525	1031.14893
629	364942.344	696249.938	1615083.5	2165077.25	2082648.38	1284261.63	497395.656	210338.953	113645.125	75526.6484	51891.9922	32663.2148	19267.4258	11732.9971	6916.26611	4716.44385	2998.15942	2083.21509	1631.19421	1123.39001
630	354160.75	679624.313	1576952	2137834.75	2111051.75	1299730.25	502453.969	212048.813	115657.656	77771.8906	52200.3086	31960.8027	19251.1816	11374.542	6969.85938	4936.18848	3128.47778	2260.22681	1458.22888	1109.97095
631	349188	682395.625	1563664.75	2093085.25	2075916.25	1284255.88	502806.125	207968.125	116363.813	76001.6484	53060.543	33277.7852	19722	12011.5381	7075.28369	4449.82324	3264.34229	2015.62952	1420.03809	1069.71838
632	348044.875	675020.688	1563452.5	2109776.25	2037853.88	1264277.5	491049.781	209823.484	115335.086	77415.5234	52773.5117	34187.7148	20538.498	12079.583	7313.99316	4819.04248	2980.95044	2293.97534	1583.91931	1177.77832
633	346443.625	666920.563	1540646	2083340.88	2070768.75	1278748	498312	209905.125	115422.867	79659.9141	53198.3008	32958.8594	20122.9082	12181.5801	7336.76807	4482.46533	3216.18799	2095.22119	1615.87671	1142.52808
634	342126.813	667936	1531074.63	2045028.38	2033826.75	1262349.75	495607.031	207765.781	116937.516	80113.2734	54594.4023	33375.8906	19777.4316	12205.6895	7396.29346	4962.06934	3300.39526	2020.24414	1450.9873	1102.63281
635	337758.313	655233.063	1532511.13	2063339.88	1996769.63	1247398.88	488849.063	210198.156	113313.945	79478.2344	55364.0117	34966.1094	20824.5742	12127.0566	7018.65869	4636.84131	3161.44727	2386.64648	1506.07666	892.791077
636	334209.875	650879.063	1500448	2034616.88	2018488.25	1262190.88	491516.313	210724.25	117204.656	80515.2734	55238.2031	33668.5391	20805.9414	12115.0049	7522.09912	4878.03613	3304.23242	2255.61523	1590.40356	1049.5321
637	328750.875	655527.625	1493637.38	2007946.38	1983142.63	1241520.5	491864.375	208505.125	117027.602	80679.3203	55734.4023	35497.0742	20374.8203	12558.9453	7991.58154	4879.44434	3197.61963	2313.37549	1390.57922	1198.2843
638	330327.563	638184.375	1495762.75	2016853.38	1964842.88	1229888.13	483782.563	210061.047	115544.672	80075.1328	56088.5742	34480.9727	21059.291	12490.4004	7349.1709	4922.17725	3045.85669	2431.71655	1503.83228	1166.2843
639	327740.844	632441.938	1468619.25	1996733.5	1969831	1227400.5	485865.031	211535.875	114693.422	82541.5	57519.4023	34665.2656	21275.334	12941.5547	7683.29541	5203.97314	3042.69385	2429.02588	1662.55554	1243.36816
640	316484.844	632452.563	1453552.5	1956944.38	1948284.75	1226567.25	486393.938	208743.531	117735.461	82516.7031	57793.5547	35322.0273	20372.332	11989.7432	7724.70703	4644.52637	3173.85083	2498.64575	1665.39661	1120.05322
641	322980.406	625235.125	1459299.25	1969887.75	1913699.63	1202684.88	481110.281	206263.781	117371.859	83056.6328	60029.4063	36196.1602	21509.0684	11992.5361	8213.57422	4830.85547	3239.28345	2487.02466	1418.71924	1164.77209
642	317436.406	617043.063	1441343.13	1934527.63	1918925.38	1214539.75	484086.656	210380.344	118921.594	83403.0781	58033.7305	36529.2617	21354.4453	12712.6523	7549.51611	4847.30908	3295.1936	2321.4165	1565.88269	1092.24438
643	313051.688	614193.188	1412355.25	1891272.13	1891794.25	1194747.25	481133.094	203672.5	118355.359	83947.0156	61201.3555	35739.3047	21262.6133	11944.6572	8426.22266	4783.37207	3376.16675	2125.10181	1446.7666	1258.94409
644	314216.594	609277.688	1419328.25	1909518.13	1856183.5	1176676.63	473431.156	204056.672	118617.617	83213.6172	59760.7227	37440.9219	22176.9785	12712.5986	8061.10303	5015.07568	3344.927	2124.40259	1563.42871	1195.21033
645	312515.313	601160	1393274.13	1878965.63	1867386.13	1181011.75	472713.344	206324.203	117872.07	83614.6172	58361.3711	37070.7891	22419.2012	13048.1563	7775.35205	5223.91162	3569.4812	2138.39038	1500.04834	1137.34167
646	308703.969	602248.625	1373436.5	1844357.88	1844977.75	1173009.25	475613.906	208551.453	117784.609	87401.625	61072.2227	36548.3008	22361.834	13235.835	8328.03027	4864.40723	3116.94751	2233.01245	1570.21875	1148.79163
647	306309.406	597265.938	1380083.63	1845003.25	1810385.38	1153837.38	461534.125	203899.219	117460.781	84965.5703	61474.7617	38362.168	23414.1816	12666.5684	8134.01074	5430.4165	3480.8252	2155.66895	1450.19678	1200.68689
648	304918.156	580591.75	1361530.63	1822441.25	1809845.63	1150286.88	461151.031	207098.813	120118.664	86988.8906	62591.125	38510.0469	22192.7754	13473.3115	8401.5332	4912.8833	3519.13184	2265.93872	1604.24805	1370.29675
649	299967	583117.375	1329330.75	1783398	1799006	1146263.75	467651.938	201806.5	118900.414	88154.5859	61137.7148	38178.1367	21549.8906	12440.7559	7908.96484	5184.82861	3324.02686	2363.72559	1684.3916	1010.35413
650	303311.031	581118.688	1335134.5	1779454.75	1750019.13	1127075.63	458923.313	201639.219	119784.828	88411.9766	62519.6328	39380.1055	23442.8691	12730.7891	7973.93115	5409.78955	3331.01587	2214.41455	1411.45996	1142.4364
651	297154.219	573094.063	1310435.63	1775305.63	1758853	1130556.5	456810.75	205166.594	119658.656	85871.0469	62641.0313	39807.6367	22823.0117	13134.8809	8251.94336	4874.13623	3150.98853	2332.24902	1508.23438	1209.17517
652	291514.563	566055.125	1295185.25	1726468.13	1739125.63	1119811.75	462213.969	200360.188	121496.5	91347.4453	63579.0234	38563.8867	22738.3164	13285.9277	8437.29492	5612.30566	3548.86865	2515.49438	1378.86792	1186.83521
653	290265.719	567786.938	1297306.75	1728551.38	1703085.75	1092107.75	448737.063	201037.547	123292.742	87798.1953	65293.9414	39718.8281	23973.584	12999.5156	8556.47656	5396.47314	3496.00537	2290.76514	1875.96594	1242.07153
654	289925.281	550814.125	1274893.38	1710022.13	1701596.88	1095064.88	445954.281	201934.047	121194.336	89347.0469	64389.7461	40045.7227	24211.002	14029.9365	7979.23242	5126.68457	3397.19482	2290.35107	1738.8667	1087.74902
655	283633.094	549072.375	1258114.13	1668748.5	1694178.5	1090500.75	451815.375	202559.531	121412.492	90662.5625	64222.3086	40035.1328	23803.1055	13258.9229	8268.42383	4861.75879	3275.36792	2722.979	1375.2356	1163.02551
656	283913.406	550922	1265841	1673986.38	1649130.25	1061974.63	440293.188	198920.563	121524.055	91635.5	62912.3672	40376.7578	23081.2305	13051.1328	7620.42578	5177.46826	3576.1394	2493.60034	1424.00684	1275.84863
657	281823.625	538201.875	1236269	1658161.63	1638363.75	1067787.63	440036.594	203676.078	119819.953	91250.3516	63578.7383	40258.668	23809.8613	13529.3789	7887.59229	5629.2334	3629.89697	2436.66797	1740.41992	1243.85742
658	279418.063	534883.063	1213920.5	1621307.5	1643086.25	1061450.13	440775.938	199563.172	122965.914	92593.7578	64399.0898	40983.4219	23007.0039	14259.0508	8164.70605	5625.82813	3723.16772	2634.45581	1781.92957	1324.72205
659	276826.594	530620.625	1213077.75	1615911.25	1588726.63	1039356.56	432362.688	196124.156	123415.125	91958.9141	68069.1953	41709.6992	23752.9199	13211.7705	8616.07227	5712.98535	3657.80176	2470.20654	1216.65576	1132.90466
660	278654.125	523238.031	1190948.88	1597487.88	1583114.38	1035053.88	428837.188	199428.781	121654.414	91927.4141	65001.4531	41131.6094	24738.8398	13889.7334	8766.14063	5529.604	3212.84888	2615.36865	1441.55347	1203.88928
661	274844.344	517735.031	1170673.63	1550840.5	1584095	1036453.19	435164.375	200313.625	124671.68	93301.7656	66513.7266	41352.4609	24533.4297	13900.3535	8302.02441	5175.7998	3989.88623	2353.72925	1448.58533	1062.09546
662	269939.625	517410.375	1189404	1554733.63	1541378.13	1009921.13	426966.719	195883.5	122225.18	94064.4531	67520.5703	42548.4805	25183.2578	13457.2041	7951.24463	5215.06689	3753.39941	2984.42969	1319.02295	1234.26318
663	271340.313	505833.563	1153752.5	1533884.63	1532306.63	1007923.88	422398.438	197153.813	121254.648	92475.6641	67212.7891	42541.3164	24510.8359	13640.7871	8632.00977	5368.35596	3582.47363	2240.09448	1602.60059	1185.43164
664	265237	499826.688	1131063.75	1510325.25	1521511	1006046.81	423266.156	193485.594	124388.617	95705.2109	68133.8828	40583.4727	24623.7148	14261.8643	8320.34375	4929.28516	3822.13086	2340.15796	1341.349	1267.54553
665	260465.547	504816.406	1132218.38	1495947.63	1500142.63	977185.313	418740.031	193005.281	123879.898	96693.8359	68335.9063	44608.7266	24445.0371	14651.3184	9055.39453	5986.42139	3678.04736	2258.90796	1687.18921	1108.92383
666	267368.906	493147.563	1118191.75	1476021.13	1472251	973949.813	410993.188	193502.875	124069.734	91964.9375	67717.125	42773.0313	24790.3574	14554.9336	8352.98438	5640.77197	3334.7002	2589.25366	1511.22791	1146.66199
667	260251.531	479472.344	1090720.88	1434195	1459639.88	972236	413530.5	193164	125783.75	96118.7656	70398.7266	42475.082	23942.2031	13773.5488	8165.43652	5541.78271	3415.51147	2346.20703	1576.3916	1164.09021
668	259440.688	483350.188	1093316.13	1418339.5	1446359	941475	407359.875	187268.797	122705.398	95714.1641	70035.7109	44595.2813	25100.6406	14826.4229	8326.35645	5555.00684	2862.86353	2617.68237	1439.8446	1167.36475
669	256939.844	479630.188	1065682.25	1411852.13	1411755.25	935800.375	401032.406	192072.781	122722.758	94992.6719	68988.1172	43185.793	25315.0488	14093.834	8274.80469	5659.61963	3467.10547	2073.52197	1519.87732	1227.51611
670	250721.531	464461.344	1031075.81	1375010.13	1407922.38	933658	405079.563	188735.563	124200.508	96360.5781	68593.7344	41091.5781	25165.5566	14349.7002	8660.47559	5414.3291	3425.78955	2465.2876	1790.86292	1306.06018
671	249718.5	468183.531	1042400.63	1367027.25	1373807.38	913516.438	394316.281	185437.297	123417.523	97107.4219	69305.9297	43300.0703	24101.3086	13549.7734	8518.30566	5059.64551	3307.1521	2363.74341	1985.24304	1131.5166
672	254372.281	465190.563	1039196.81	1380521.38	1364189.38	924768.75	395596.719	192330.844	124133.078	95108.5313	71509.3359	44347.4141	27147.0977	14338.7891	9517.97266	5107.57764	3436.23218	2038.88452	1556.61804	1293.81787
673	255917.969	468267.063	1039203.75	1369702.75	1400428.38	941723.938	406116.469	190350.125	127431.203	103285.172	72846.8672	44057.668	26518.9551	15128.71	9292.81738	5606.92432	3929.37183	2599.66309	1459.43445	1273.46301
674	258763.766	480675	1052874.63	1375674.63	1400276.25	936031.875	406499.938	193996.641	132505.984	102767.523	75299.3203	44303.6328	25522.2129	15751.8447	9023.46094	5160.32373	3152.20264	2749.46338	1901.49866	1424.51086
675	260584.328	467738.406	1027022.19	1368183.88	1366309.38	913772.938	400702.438	196207.516	128673.063	99801.0938	74595.8359	45708.3438	26346.5938	15360.4258	9427.61914	5391.30371	3719.20825	2445.97827	1958.70654	1290.71179
676	252615.375	449837.156	994186.875	1313575.75	1344037.13	908107.25	396745.406	191137.406	129673.43	103537.883	75672.0547	44935.293	26853.3438	15119.1152	8935.41699	5475.34473	3404.45093	2547.97144	1573.06641	1241.79565
677	240060.797	451767.375	988666.125	1276617.25	1303124.13	872702.313	387565.906	187620.156	125489.906	100752.969	73677.3828	46589.668	24831.6191	14563.0479	9034.87012	5923.35449	4060.83911	2824.33154	1610.30432	997.157349
678	243256.297	435462.781	968562.75	1272690.75	1265084.25	865428.875	373993.938	186425.953	128951.797	98427.0859	71538.3906	44937.875	25995.0781	15824.1875	9238.84766	5414.34766	3356.59546	2687.05859	1613.68433	1157.47388
679	243820.328	432306.688	942179.813	1239960.5	1268899	860863.563	378069.063	187821.25	126797.508	100059.719	75113.3281	47391.1953	25048.4551	14888.9385	8563.53906	5843.15625	3883.63354	2706.09253	1725.70801	956.610962
680	245930.203	439269.406	955759.688	1260372.38	1250927	847949.25	379921.063	186607.625	125155.664	101758.883	74891.125	45656.7773	26358.1055	14918.3652	8787.07031	5058.9292	3913.40674	2625.35767	1506.58398	1137.71643
681	239074.031	430781.063	932321.063	1221879.75	1260816.38	860930.313	379037.125	182446.984	131655.781	103293.945	73827.4219	46366.2539	27291.6465	15693.3828	8804.69141	5442.2959	3301.66748	2294.39282	1807.92786	975.954163
682	235820.531	431606.688	912401.063	1208568.88	1228647.75	830624.438	371207	183698.703	129782.305	104313.516	76824.3594	46766.8945	27036.7051	15635.6914	9084.53906	5442.75	3490.84448	2275.61841	1301.19434	1047.22656
683	237209.219	425452.5	920411.625	1211768.38	1200394.88	818382.813	362098.063	186953.984	125022.297	103006.414	77460.7031	47817.7852	28148.5137	15487.1074	9389.24512	5602.34375	3923.51245	2438.00391	1686.09973	1394.71448
684	234816.281	413901.781	896868.188	1182339.63	1207547.63	831022.813	372528.219	184357.969	128079.625	105927.336	75490.5625	48614.9609	28790.6152	15530.2705	9017.65918	6137.00488	3732.28857	2878.0603	1449.59668	1150.78516
685	234068	416845.781	882381.625	1142409.5	1182182	813061.75	370446.563	182861.328	129963.758	104340.891	77906.0859	48686.8477	27260.0215	16329.9102	9591.69922	5715.23389	3627.95898	2283.89136	1710.94067	1245.72974
686	229966.938	408424.969	881183.875	1159309.25	1165108.13	796801.125	359217.563	183430.938	126898.891	104181.977	76689.9453	47132.9023	27144.6289	16250.7021	9707.61328	5764.01514	3712.43994	2376.74634	1693.46326	1095.47937
687	229901.938	404508.969	860202.875	1134487.25	1169013	795220.375	362135.063	183801.656	126287.109	108858.328	76165.5234	50096.2656	28600.666	16245.0449	9452.36523	5472.84326	3569.79419	2747.43091	1649.20972	1206.30945
688	231184.938	408314.594	843860.75	1101185.75	1154241.13	792694.25	358379.281	180448.609	130123.852	107669.891	77459.7344	47181.8242	27997.2227	15140.3721	8522.74316	5565.19141	3299.99585	2094.92261	1704.53809	1095.03308
689	229657.609	401481.906	855757.25	1105502.75	1120474.75	774825.813	353590.594	175810.313	129200.297	106051.875	76880.4766	49611.0195	27813.6895	14877.5898	9443.37598	5731.42188	3956.98901	2528.87793	1590.13831	1254.36035
690	226988.109	390018.281	834947.375	1088049.13	1121050.88	770732.125	352372.531	181067.188	125582.688	107473.844	76031.6797	48480.7266	27649.5586	15323.1836	9447.0498	5332.52148	3517.64404	2683.09595	1569.03345	1219.00378
691	221844.141	392998.688	820880.938	1061790.75	1105273.88	769908.625	349574.875	178615.922	131962.453	111641.516	77846.5156	49151.6992	27239.5566	15852.9512	9224.86133	6015.86963	3614.66211	2803.9458	1838.92102	1095.12122
692	223273.922	390348.844	815086.875	1066933.13	1077724.75	754188.5	342077.063	179116.719	130459.914	109183.914	80554.4766	50757.8477	28996.541	15678.7598	9169.77539	6935.6543	3518.35645	2632.4104	1761.62	1189.62
693	222893.313	375980.844	796592.313	1046607.13	1082553	759801.625	345950.438	177709.641	129231.289	107924.289	80061.4609	48930.1875	27933.6211	15820.3896	9438.44922	6087.33008	3351.95068	2321.10229	1531.15552	1037.10168
694	219817.188	378255.313	790569.938	1016608.5	1061295.5	740269.063	342200.594	173934.781	132023.297	107218.563	80633.0313	48861.5352	27060.3477	15929.8115	9266.12793	6578.06055	3576.65039	2824.24414	1579.94421	1248.88867
695	216996	377250.5	785585.938	1017122.88	1031966.75	727269.688	337867.156	176188.281	126022.352	110419.141	79515.0547	50151.1953	29717.9551	15830.4326	9245.17578	6099.52832	4263.48975	2593.84668	1731.23486	919.650269
696	217914.781	367371.688	765820.875	1000489.63	1038367.38	736459.125	329980.719	174428.578	127682.836	112276.125	79418.9844	48984.5547	28649.5547	16963.2207	9479.74414	5919.3335	3502.31714	2760.50391	1602.61108	1072.43567
697	215479.125	367354.656	758557.5	991698.563	1026692.81	715179.938	333825.594	174145.734	130632.672	110743.422	80202.7734	49786.3438	28255.4219	15147.374	9601.52148	5791.81836	4077.36255	2926.08545	1637.70325	759.996277
698	216509.953	366847.625	759841.438	984092.375	1000280.25	699464	325371.031	169762.563	126263.672	110429.828	83559.4141	49266.4883	28343.7227	16028.1387	8923.15723	6322.27441	3692.89209	2601.7041	1726.40454	1175.40173
699	211909.063	354497.563	737953.813	968211.063	986564.563	700600.563	324116.75	173140.453	129563.188	111026	80140.1953	50500.0156	28380.2246	15542.6777	10162.1875	6357.16455	3603.4939	2830.82324	1565.46985	1323.43506
700	209181.563	351860.219	723442.813	932935.563	985326.125	701207.5	323082.406	169218.75	128499.133	110188.063	82353.2266	49304.4258	28132.7754	15823.915	9666.5957	6156.84863	3771.98804	2240.78711	1304.92371	1226.13013
701	209714.844	355245.875	727050.563	936070.625	956238.563	684666.875	314315.469	168324.594	127954.5	109926.031	84316.2891	51170.8711	29298.7871	15852.5371	9330.19043	6359.2373	3811.6604	2386.50537	1916.97314	922.673218
702	205924.281	343434.688	715408.313	918236.438	946949.063	682078.813	321971.219	170598.297	125682.93	108332.781	80519.7891	50792.9531	29573.8418	15376.2813	9389.32227	5586.96045	3448.18945	2370.85449	1679.44299	1074.44946
703	202625.781	344700.563	699143.438	903291.188	942561.75	674090.25	311036.094	165229.703	131698.406	110843.906	84323.5469	50514.3125	28562.4258	15880.0361	9044.68164	5688.57959	3321.89136	2593.55737	1887.35071	1196.18005
704	201013.969	340840.656	703068.563	899078.5	913557.5	649597	308063.031	165540.5	126969.734	110001.047	84095.6484	51994.7227	29399.9707	16218.6162	9229.39355	5709.50928	4327.7876	2294.50415	1426.00439	1288.60596
705	202329.125	334024.438	679416.875	886342.938	908037.188	654678.063	307244.906	166831.797	127202.258	109413.641	81518.5078	50381.8672	28746.0078	15093.1162	9423.52441	5947.8125	3516.95679	2622.91089	1391.66675	1030.80542
706	195834.438	332125.906	669857.313	855234.5	900638	650375.813	305751.344	166639.609	131204.859	110168.664	82420.1719	50309.3125	28814.9648	16722.8945	9423.62695	6552.68018	3611.1394	2650.83594	1591.828	1191.37781
707	194893.25	330040.375	667129.563	856431.438	878756.688	635677.438	302369.75	161003.813	128353.398	113591.5	82602.9063	50202.4766	28818.4043	16049.5645	9898.44336	6121.8833	3803.13306	2624.34448	1479.32825	1141.37537
708	198405.5	325170.969	652393.188	841398.125	871809.25	633225.813	299738.906	166645.453	127414.867	110735.438	81052.1484	51475.3984	29067.3418	15590.0869	9579.16699	5420.48633	3824.71021	2731.2041	1770.17871	1021.99554
709	193453.906	322301.969	641255.25	814038.813	856946.25	624678.75	301891.281	161045.422	126803.117	111873.086	84129.5781	52015.1172	28897.6328	16347.1191	9576.87695	5831.21436	3412.53735	2957.58447	1673.849	1153.77295
710	191049.234	317334.719	640392.875	815387.313	840407.375	610901.063	293159.313	159175.156	125346.203	109869.359	83217.0781	51487.6523	28711.9063	16719.4688	9303.35449	5983.61963	3842.62402	2349.9502	1842.62439	946.489075
711	193123.297	309175.75	629427.25	808704.25	832820.063	602734	291116.625	161580.766	125356.055	108699.438	81734.8594	51087.6797	30237.4492	15920.0303	10630.2275	5615.01953	3325.48999	2839.48657	1209.20569	1032.41846
712	190091.109	310390.375	610719.5	783530.313	833268.625	602542.063	288543.219	160984.703	127634.219	113117.57	84862.7188	49806.0352	28705.1641	15293.8916	9077.62305	5986.71289	3688.04248	2245.07202	1686.00464	1305.86951
713	189665.266	309242.813	615546.5	773913.5	798629.375	583975.063	285914.344	155596.125	125564.875	109690.227	83917.9297	50330.1563	29789.2344	17274.7539	9453.07129	5960.75195	3407.29395	2382.23022	1511.7821	1177.23962
714	187771.203	302420.906	604477.563	763242	797644.688	588969.063	282769.344	159108.25	125623.625	106324.516	82746.9609	52925.8398	28863.0625	16008.5723	10359.4424	5730.09131	3252.95483	2498.81592	1661.53088	1217.42554
715	182761.422	304730.469	589094.75	747507.375	802769.063	579720.188	286383.969	156865.391	126506.023	112789.094	84405.2891	50913.3242	30175.7891	15879.6748	9522.93262	5694.7207	3935.79712	2850.35254	1565.3468	1010.30353
716	184668.078	298320.781	585348.375	733328.813	767950.875	563274.688	277139.219	152693.5	125899.758	112483.797	85043.4531	51626.8438	29484.4512	16018.3584	8433.80469	5966.81641	3856.34302	2296.38086	1574.15015	1132.4707
717	185006.422	288322.938	566051.625	731994.5	759721.25	556038.813	272380.219	157774.891	125613.484	113229.656	81299.3438	50998.5938	28632.6777	15832.0938	9304.25195	6038.3999	3699.87915	2500.55396	1721.95703	1124.2887
718	181083.047	291130.844	559531.063	719887	755688.063	561396.75	275139.281	154232.594	127030.703	110002.734	83675.4375	52796.9336	28778.0254	16597.1406	8231.90625	5776.29248	3421.35205	3326.99829	1651.28528	843.551819
719	178171.859	285163.156	556738.75	702363.875	736637.813	545298.125	266471.344	148920.656	124485.602	112853.086	84235.6875	52211.3359	28842.1426	16212.9082	9338.3291	5892.36426	3488.92065	2355.51611	1620.07202	900.844421
720	181424.375	276621.531	552190.375	699286.125	714844.438	546952.375	262533.531	154527.547	123949.258	110770.75	83311.9609	52054.4883	28592.3262	16091.0996	10443.3037	5724.21729	3532.07178	2319.07886	1648.38953	1150.03381
721	178074.703	275752.156	543395.375	680026.438	724157.125	542257.688	268115.156	150380.672	122399.961	112648.023	81063.3438	51161.9805	28939.916	15543.7354	9549.30273	5703.58203	3766.7998	2560.83936	1834.74805	1132.46362
722	173800.641	280868.219	536779.438	669991.75	708730.625	526108.438	259218.594	147228.234	124338.102	110738.023	83267.9844	51561.082	29302.0254	16650.6758	9914.36035	5914.34033	3488.65527	2673.33618	1695.31287	1065.49023
723	176028.313	270291.063	522254.625	661381.438	684110.375	517528.75	257903.625	148607.813	117484.766	106368.273	80560.1875	49958.5078	28180.4609	15407.9971	8733.69727	6046.75537	3762.83301	2288.2522	1443.67798	1220.05334
724	175121.344	266916.125	506504.719	643609.625	692144.563	516363.188	259313.313	142907.469	122835.734	112036.031	79521.9844	49956.4766	28982.0703	15918.4619	9886.04688	6124.29053	3386.39429	2214.67334	1808.72217	1130.43359
725	170259.219	268765.375	510333.125	638243	668626.438	506765.344	248438.094	141907.656	119797.367	110812.648	82809.5859	52074.4609	29691.0313	15717.4268	8763.60449	5782.72949	3619.36304	2635.87231	1635.41772	1010.79578
726	170053.594	256072.234	500484.375	632843.688	656232.063	500135.563	246989.297	144152.375	120978.594	112170.625	80739.2578	51227.9805	28664.7832	15888.3115	9737.07031	5606.91113	3568.08813	2517.48584	1739.00952	823.983154
727	164307.266	258938.063	488538.156	625426.5	661902	496768.094	250056.922	146019.266	122477.242	109570.523	80883.4766	49657.9219	29477.4785	15149.5684	10636.917	6427.51758	3408.04248	2686.4248	1795.55164	766.270752
728	164279	255682.344	481789.031	604104.813	634994.688	481671.406	246844.609	139322.141	120693.195	109352.836	84812.2813	50930.0703	28626.0977	15744.0859	9129.46973	4987.90918	3832.82324	2249.41382	1637.59326	784.466431
729	165013.875	250538.172	477604.969	596913	623848.438	477461.563	237233.547	142543.5	119102.555	108627.68	84191.8906	50046.5469	30388.9297	17278.5	9267.82227	6815.81055	3696.21753	2722.90112	1667.42529	1298.2821
730	165355.328	249451.75	470179.25	587130.063	624295.875	474353.469	243079.688	142658.688	119428.555	110074.102	82324.6641	50020.7539	28773.1348	16572.9727	9688.3125	6164.82324	3290.74487	2189.41113	1529.80713	1095.8783
731	160191.766	249590.078	459781.125	572364.375	608797.5	467366.531	238925.359	137980.141	120402.492	110343.055	85165.7266	51599.9414	27323.4238	15561.7842	9190.89258	5903.71484	4637.52148	2478.7937	1378.98743	882.715698
732	164778.109	247290.578	457475.125	564402.188	593586.063	455294.125	235676.109	136561.516	118952.102	105987.742	82109.9063	52750.9336	28768.2305	15456.5547	8789.01953	5595.68311	3455.59644	2261.38867	1483.8407	688.623108
733	160020.922	240426.984	443781.313	561223.5	596288.313	459985.5	233861.625	135898.484	116866.914	111826.828	81680.5547	48540.8438	29723.1094	16039.8027	10350.5479	6012.46582	3061.00903	2310.1626	1652.3772	945.600586
734	159621.078	237927.047	439961.125	547526.125	582698.125	442995.156	228370.328	136231.922	117797.938	109210.523	80927.6328	53532.1094	29982.4609	15513.7246	8256.47559	6125.32129	4011.30151	2540.98096	1272.55078	1024.92896
735	158570.406	233510.188	437187.25	537031.875	566006.75	438556.969	222793.563	137169.422	117134.531	106823.969	82947.7891	52047.9844	28257.502	16837.4004	9935.38965	6299.02539	3329.72388	2140.96265	1604.18506	1101.62866
736	157141.516	232870.609	429315.25	529507	571259.188	433468.281	221119.25	135291.906	117713.609	107536.945	81051.8359	51335.8516	27412.7578	15821.0908	8325.27637	5883.16846	3079.36182	2050.43359	1758.34155	921.335938
